UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS;origin;pleiades_id;side;anonymous;offset;place_name;latitude;longitude;location_precision
ef0c4ea9-dc23-4609-817d-ef2b4d9b5d4b;book3_thucydides_utf8.txt;Pausanias;char-offset:28672;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;28672.0;Sparta;37.08184552460426;22.424682546177092;precise
aef7f972-7dc9-434a-be17-127038487d3e;book3_thucydides_utf8.txt;Pleistoanax;char-offset:28690;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;28690.0;Sparta;37.08184552460426;22.424682546177092;precise
7438a381-4036-4d31-9852-4a0a76d74705;book3_thucydides_utf8.txt;Mitylenians;char-offset:29414;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;29414.0;Mytilene;39.110475;26.547048;precise
93615e2a-becc-410b-9642-3412586ab544;book3_thucydides_utf8.txt;Salaethus;char-offset:29633;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;29633.0;Sparta;37.08184552460426;22.424682546177092;precise
b70fd81d-34c0-4818-81b7-56a59b438f57;book3_thucydides_utf8.txt;Mitylenians;char-offset:30444;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;30444.0;Mytilene;39.110475;26.547048;precise
f73030b6-3ec0-4dc9-a0ca-37ad3be583ff;book3_thucydides_utf8.txt;Peloponnesians;char-offset:31185;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;31185.0;Sparta;37.08184552460426;22.424682546177092;precise
c85b7404-765a-42d1-80c6-c3caac3f6a6b;book3_thucydides_utf8.txt;Teutiaplus;char-offset:31730;PERSON;origin:Elis|pleiades:570221|side:Sparthan;Elis;570221;Sparthan;FALSE;31730.0;Elis (region);37.747673567648086;21.68839605949472;rough
aa565412-db2c-43e6-a738-5e76906d6a88;book3_thucydides_utf8.txt;Alcidas;char-offset:31785;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;31785.0;Sparta;37.08184552460426;22.424682546177092;precise
42ab27d1-5826-4957-a7dc-13ecb990cef8;book3_thucydides_utf8.txt;Peloponnesians;char-offset:31797;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;31797.0;Sparta;37.08184552460426;22.424682546177092;precise
3481dbb9-895c-4cc5-8a25-8711461ba475;book3_thucydides_utf8.txt;Teutiaplus;char-offset:32824;PERSON;origin:Elis|pleiades:570221|side:Sparthan;Elis;570221;Sparthan;FALSE;32824.0;Elis (region);37.747673567648086;21.68839605949472;rough
307d6d0e-4eaf-4e6b-91f4-28d6cc013d5f;book3_thucydides_utf8.txt;Alcidas;char-offset:32851;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;32851.0;Sparta;37.08184552460426;22.424682546177092;precise
1becb05d-922e-4c6a-b875-afed32aeb1d0;book3_thucydides_utf8.txt;Lesbians;char-offset:32894;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan;Lesbos;550696;Sparthan;TRUE;32894.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
